Date,State Name,DistrictName,Average Soilmoisture Level (at 15cm),Average_SoilMoisture_Volume_at_15cm,Aggregate Soilmoisture Percentage (at 15cm),Volume_Soilmoisture_percentage _at _15cm
31-01-2020,ANDHRA PRADESH,PRAKASAM,0,1816.04,0,19.71491437
31-01-2020,ANDHRA PRADESH,VIZIANAGARAM,0,805.46,0,28.0509567
31-01-2020,ANDHRA PRADESH,WEST GODAVARI,0,901.5,0,22.44372679
31-01-2020,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,0,1452.48,0,21.14840169
31-01-2020,ANDHRA PRADESH,ANANTAPUR,0,1731.85,0,17.21834439
31-01-2020,ANDHRA PRADESH,KURNOOL,0,1805.4,0,19.47183744
31-01-2020,ANDHRA PRADESH,KRISHNA,0,892.69,0,20.1452903
31-01-2020,ANDHRA PRADESH,SRIKAKULAM,0,786.55,0,24.21610373
31-01-2020,ANDHRA PRADESH,Y.S.R.,0,1329.8,0,16.76967938
31-01-2020,ANDHRA PRADESH,CHITTOOR,0,1644.18,0,20.58725784
31-01-2020,ANDHRA PRADESH,EAST GODAVARI,0,1153.9,0,20.60633146
31-01-2020,ANDHRA PRADESH,GUNTUR,0,1122.47,0,18.94231236
31-01-2020,ANDHRA PRADESH,VISAKHAPATNAM,0,1465.39,0.01,24.88763403
30-01-2020,ANDHRA PRADESH,PRAKASAM,0,1824.26,0,19.8041702
30-01-2020,ANDHRA PRADESH,VIZIANAGARAM,0,789.94,0,27.51038548
30-01-2020,ANDHRA PRADESH,WEST GODAVARI,0,907.67,0,22.5973509
30-01-2020,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,0,1465.51,0,21.33805378
30-01-2020,ANDHRA PRADESH,ANANTAPUR,0,1737.58,0,17.27534622
30-01-2020,ANDHRA PRADESH,KURNOOL,0,1811.73,0,19.54014164
30-01-2020,ANDHRA PRADESH,KRISHNA,0,896.21,0,20.22479363
30-01-2020,ANDHRA PRADESH,SRIKAKULAM,0,790.94,0,24.35153175
30-01-2020,ANDHRA PRADESH,Y.S.R.,0,1336.76,0,16.85748884
30-01-2020,ANDHRA PRADESH,CHITTOOR,0,1655.94,0,20.73454146
30-01-2020,ANDHRA PRADESH,EAST GODAVARI,0,1161.05,0,20.73408969
30-01-2020,ANDHRA PRADESH,GUNTUR,0,1125.92,0,19.00064659
30-01-2020,ANDHRA PRADESH,VISAKHAPATNAM,0,1420.43,0,24.12411841
29-01-2020,ANDHRA PRADESH,PRAKASAM,0,1833.33,0,19.90261359
29-01-2020,ANDHRA PRADESH,VIZIANAGARAM,0,790.23,0,27.52059356
29-01-2020,ANDHRA PRADESH,WEST GODAVARI,0,914.57,0,22.76901378
29-01-2020,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,0,1480.52,0,21.556595
29-01-2020,ANDHRA PRADESH,ANANTAPUR,0,1743.62,0,17.33533108
29-01-2020,ANDHRA PRADESH,KURNOOL,0,1818.36,0,19.61159457
29-01-2020,ANDHRA PRADESH,KRISHNA,0,899.8,0,20.30571218
29-01-2020,ANDHRA PRADESH,SRIKAKULAM,0,782.06,0.01,24.07812815
29-01-2020,ANDHRA PRADESH,Y.S.R.,0,1344.55,0,16.95569492
29-01-2020,ANDHRA PRADESH,CHITTOOR,0,1668.86,0,20.89625547
29-01-2020,ANDHRA PRADESH,EAST GODAVARI,0,1170.12,0,20.89601663
29-01-2020,ANDHRA PRADESH,GUNTUR,0,1129.92,0,19.06799967
29-01-2020,ANDHRA PRADESH,VISAKHAPATNAM,0,1432.95,0,24.3367531
28-01-2020,ANDHRA PRADESH,PRAKASAM,0,1841.54,0,19.99173935
28-01-2020,ANDHRA PRADESH,VIZIANAGARAM,0,785.41,0,27.35250964
28-01-2020,ANDHRA PRADESH,WEST GODAVARI,0,914.61,0,22.7701525
28-01-2020,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,0,1502.49,0,21.87652682
28-01-2020,ANDHRA PRADESH,ANANTAPUR,0,1753.38,0,17.43240599
28-01-2020,ANDHRA PRADESH,KURNOOL,0,1826.66,0,19.70114791
28-01-2020,ANDHRA PRADESH,KRISHNA,0,907.23,0,20.47344275
28-01-2020,ANDHRA PRADESH,SRIKAKULAM,0,775.95,0,23.8898446
28-01-2020,ANDHRA PRADESH,Y.S.R.,0,1356.95,0,17.11213659
28-01-2020,ANDHRA PRADESH,CHITTOOR,0,1680.03,0,21.03612151
28-01-2020,ANDHRA PRADESH,EAST GODAVARI,0,1156.23,0,20.64790691
28-01-2020,ANDHRA PRADESH,GUNTUR,0,1140,0,19.23810731
28-01-2020,ANDHRA PRADESH,VISAKHAPATNAM,0,1404.84,0,23.85934142
27-01-2020,ANDHRA PRADESH,PRAKASAM,0,1850.67,0,20.09083389
27-01-2020,ANDHRA PRADESH,VIZIANAGARAM,0,791.34,0,27.55896369
27-01-2020,ANDHRA PRADESH,WEST GODAVARI,0,917.71,0,22.84722796
27-01-2020,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,0,1510.35,0,21.99096353
27-01-2020,ANDHRA PRADESH,ANANTAPUR,0,1754.9,0,17.44751594
27-01-2020,ANDHRA PRADESH,KURNOOL,0,1831.05,0,19.74843718
27-01-2020,ANDHRA PRADESH,KRISHNA,0,906.08,0,20.44750683
27-01-2020,ANDHRA PRADESH,SRIKAKULAM,0,781.85,0.01,24.07140069
27-01-2020,ANDHRA PRADESH,Y.S.R.,0,1359.19,0,17.14038593
27-01-2020,ANDHRA PRADESH,CHITTOOR,0,1691.35,0,21.1779713
27-01-2020,ANDHRA PRADESH,EAST GODAVARI,0,1164.46,0,20.79484239
27-01-2020,ANDHRA PRADESH,GUNTUR,0,1137.16,0,19.19027374
27-01-2020,ANDHRA PRADESH,VISAKHAPATNAM,0,1416.94,0,24.06471495
26-01-2020,ANDHRA PRADESH,PRAKASAM,0,1861.31,0,20.20639282
26-01-2020,ANDHRA PRADESH,VIZIANAGARAM,0,797.04,0,27.75744587
26-01-2020,ANDHRA PRADESH,WEST GODAVARI,0,925.07,0,23.03043202
26-01-2020,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,0,1527.75,0,22.24429704
26-01-2020,ANDHRA PRADESH,ANANTAPUR,0,1762.35,0,17.52154805
26-01-2020,ANDHRA PRADESH,KURNOOL,0,1838.92,0,19.8333919
26-01-2020,ANDHRA PRADESH,KRISHNA,0,910.3,0,20.54267953
26-01-2020,ANDHRA PRADESH,SRIKAKULAM,0,787.72,0.01,24.25241861
26-01-2020,ANDHRA PRADESH,Y.S.R.,0,1368.22,0,17.25428341
26-01-2020,ANDHRA PRADESH,CHITTOOR,0,1705.53,0,21.35548291
26-01-2020,ANDHRA PRADESH,EAST GODAVARI,0,1174.25,0,20.96982158
26-01-2020,ANDHRA PRADESH,GUNTUR,0,1141.55,0,19.26427288
26-01-2020,ANDHRA PRADESH,VISAKHAPATNAM,0,1431.14,0,24.30595286
25-01-2020,ANDHRA PRADESH,PRAKASAM,0,1870.71,0,20.308435
25-01-2020,ANDHRA PRADESH,VIZIANAGARAM,0,810.08,0,28.21180744
25-01-2020,ANDHRA PRADESH,WEST GODAVARI,0,931.1,0,23.18053764
25-01-2020,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,0,1543.68,0,22.47626771
25-01-2020,ANDHRA PRADESH,ANANTAPUR,0,1768.29,0,17.58058761
25-01-2020,ANDHRA PRADESH,KURNOOL,0,1845.55,0,19.90488571
25-01-2020,ANDHRA PRADESH,KRISHNA,0,914.07,0,20.62781271
25-01-2020,ANDHRA PRADESH,SRIKAKULAM,0,795.51,0.02,24.49214405
25-01-2020,ANDHRA PRADESH,Y.S.R.,0,1375.41,0,17.34486964
25-01-2020,ANDHRA PRADESH,CHITTOOR,0,1715.9,0,21.48530019
25-01-2020,ANDHRA PRADESH,EAST GODAVARI,0,1184.12,0,21.14609115
25-01-2020,ANDHRA PRADESH,GUNTUR,0,1145.46,0,19.33039681
25-01-2020,ANDHRA PRADESH,VISAKHAPATNAM,0,1453.79,0,24.69064048
24-01-2020,ANDHRA PRADESH,PRAKASAM,0,1882.25,0,20.43375181
24-01-2020,ANDHRA PRADESH,VIZIANAGARAM,0,815.83,0,28.41202983
24-01-2020,ANDHRA PRADESH,WEST GODAVARI,0,939.81,0,23.3973346
24-01-2020,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,0,1563.82,0,22.7695444
24-01-2020,ANDHRA PRADESH,ANANTAPUR,0,1776.26,0,17.65989674
24-01-2020,ANDHRA PRADESH,KURNOOL,0,1854.24,0,19.99854386
24-01-2020,ANDHRA PRADESH,KRISHNA,0,918.73,0,20.73311807
24-01-2020,ANDHRA PRADESH,SRIKAKULAM,0,801.5,0.03,24.67665698
24-01-2020,ANDHRA PRADESH,Y.S.R.,0,1385.29,0,17.46948604
24-01-2020,ANDHRA PRADESH,CHITTOOR,0,1730.36,0,21.66642026
24-01-2020,ANDHRA PRADESH,EAST GODAVARI,0,1195.45,0,21.34832478
24-01-2020,ANDHRA PRADESH,GUNTUR,0,1150.52,0,19.41578308
24-01-2020,ANDHRA PRADESH,VISAKHAPATNAM,0,1468.4,0,24.93866032
23-01-2020,ANDHRA PRADESH,PRAKASAM,0,1894.8,0,20.56995811
23-01-2020,ANDHRA PRADESH,VIZIANAGARAM,0,822.03,0,28.62797031
23-01-2020,ANDHRA PRADESH,WEST GODAVARI,0,949.29,0,23.63341354
23-01-2020,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,0,1584.09,0.01,23.06461968
23-01-2020,ANDHRA PRADESH,ANANTAPUR,0,1784.5,0,17.74182337
23-01-2020,ANDHRA PRADESH,KURNOOL,0,1863.37,0,20.09705359
23-01-2020,ANDHRA PRADESH,KRISHNA,0,924.06,0,20.8533919
23-01-2020,ANDHRA PRADESH,SRIKAKULAM,0,808.74,0.03,24.89942301
23-01-2020,ANDHRA PRADESH,Y.S.R.,0,1395.44,0,17.59746191
23-01-2020,ANDHRA PRADESH,CHITTOOR,0,1745.55,0,21.85657722
23-01-2020,ANDHRA PRADESH,EAST GODAVARI,0,1207.5,0,21.56355147
23-01-2020,ANDHRA PRADESH,GUNTUR,0,1156.41,0,19.51503405
23-01-2020,ANDHRA PRADESH,VISAKHAPATNAM,0,1484.18,0,25.20679416
22-01-2020,ANDHRA PRADESH,PRAKASAM,0,1908.24,0,20.71585315
22-01-2020,ANDHRA PRADESH,VIZIANAGARAM,0,822.28,0,28.6364658
22-01-2020,ANDHRA PRADESH,WEST GODAVARI,0,964.26,0,24.00621389
22-01-2020,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,0,1600.91,0.01,23.30957702
22-01-2020,ANDHRA PRADESH,ANANTAPUR,0,1792.2,0,17.81835499
22-01-2020,ANDHRA PRADESH,KURNOOL,0,1884.76,0,20.32774878
22-01-2020,ANDHRA PRADESH,KRISHNA,0,931.06,0,21.01136568
22-01-2020,ANDHRA PRADESH,SRIKAKULAM,0,816.42,0.05,25.13580181
22-01-2020,ANDHRA PRADESH,Y.S.R.,0,1406.07,0,17.73161545
22-01-2020,ANDHRA PRADESH,CHITTOOR,0,1759.9,0,22.03630248
22-01-2020,ANDHRA PRADESH,EAST GODAVARI,0,1231.39,0,21.99013471
22-01-2020,ANDHRA PRADESH,GUNTUR,0,1163.03,0,19.62688981
22-01-2020,ANDHRA PRADESH,VISAKHAPATNAM,0,1501.06,0.01,25.49335574
21-01-2020,ANDHRA PRADESH,PRAKASAM,0,1921.22,0,20.85670706
21-01-2020,ANDHRA PRADESH,VIZIANAGARAM,0,829.05,0,28.8722707
21-01-2020,ANDHRA PRADESH,WEST GODAVARI,0,973.67,0,24.24040504
21-01-2020,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,0,1617.75,0.02,23.55471448
21-01-2020,ANDHRA PRADESH,ANANTAPUR,0,1801.42,0,17.90996761
21-01-2020,ANDHRA PRADESH,KURNOOL,0,1883.3,0,20.31199948
21-01-2020,ANDHRA PRADESH,KRISHNA,0,936.03,0,21.12346632
21-01-2020,ANDHRA PRADESH,SRIKAKULAM,0.01,823.56,0.07,25.35578438
21-01-2020,ANDHRA PRADESH,Y.S.R.,0,1416.59,0,17.86418376
21-01-2020,ANDHRA PRADESH,CHITTOOR,0,1775.42,0,22.23063299
21-01-2020,ANDHRA PRADESH,EAST GODAVARI,0,1242.75,0,22.19303
21-01-2020,ANDHRA PRADESH,GUNTUR,0,1169.41,0,19.73446502
21-01-2020,ANDHRA PRADESH,VISAKHAPATNAM,0,1517.85,0.03,25.77863139
20-01-2020,ANDHRA PRADESH,PRAKASAM,0,1934.2,0,20.99766452
20-01-2020,ANDHRA PRADESH,VIZIANAGARAM,0,836.16,0,29.11988364
20-01-2020,ANDHRA PRADESH,WEST GODAVARI,0,982.9,0,24.47007302
20-01-2020,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,0,1636.71,0.02,23.83073999
20-01-2020,ANDHRA PRADESH,ANANTAPUR,0,1810.7,0,18.00225883
20-01-2020,ANDHRA PRADESH,KURNOOL,0,1893.87,0,20.42603738
20-01-2020,ANDHRA PRADESH,KRISHNA,0,941.32,0,21.24268874
20-01-2020,ANDHRA PRADESH,SRIKAKULAM,0.01,831.1,0.08,25.58773338
20-01-2020,ANDHRA PRADESH,Y.S.R.,0,1428.04,0,18.00861826
20-01-2020,ANDHRA PRADESH,CHITTOOR,0,1791.61,0,22.43327428
20-01-2020,ANDHRA PRADESH,EAST GODAVARI,0,1254.16,0,22.39681675
20-01-2020,ANDHRA PRADESH,GUNTUR,0,1175.54,0,19.83799478
20-01-2020,ANDHRA PRADESH,VISAKHAPATNAM,0,1534.74,0.04,26.06538224
19-01-2020,ANDHRA PRADESH,PRAKASAM,0,1947.41,0,21.14102789
19-01-2020,ANDHRA PRADESH,VIZIANAGARAM,0,840.96,0,29.28714242
19-01-2020,ANDHRA PRADESH,WEST GODAVARI,0,990.28,0,24.65387591
19-01-2020,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,0,1651.26,0.03,24.04271587
19-01-2020,ANDHRA PRADESH,ANANTAPUR,0,1818.5,0,18.07978875
19-01-2020,ANDHRA PRADESH,KURNOOL,0,1903.24,0,20.52708452
19-01-2020,ANDHRA PRADESH,KRISHNA,0,945.69,0,21.34132017
19-01-2020,ANDHRA PRADESH,SRIKAKULAM,0.01,837.88,0.1,25.79652447
19-01-2020,ANDHRA PRADESH,Y.S.R.,0,1437.61,0,18.12928446
19-01-2020,ANDHRA PRADESH,CHITTOOR,0,1802.6,0,22.57086779
19-01-2020,ANDHRA PRADESH,EAST GODAVARI,0,1263.45,0,22.56273846
19-01-2020,ANDHRA PRADESH,GUNTUR,0,1181.86,0,19.9445273
19-01-2020,ANDHRA PRADESH,VISAKHAPATNAM,0,1550.68,0.06,26.33608538
18-01-2020,ANDHRA PRADESH,PRAKASAM,0,1961.39,0,21.29285869
18-01-2020,ANDHRA PRADESH,VIZIANAGARAM,0,848.5,0,29.54966313
18-01-2020,ANDHRA PRADESH,WEST GODAVARI,0,1001.03,0,24.92162224
18-01-2020,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,0,1670.89,0.03,24.3284579
18-01-2020,ANDHRA PRADESH,ANANTAPUR,0,1828.47,0,18.17890666
18-01-2020,ANDHRA PRADESH,KURNOOL,0,1914.6,0,20.64962891
18-01-2020,ANDHRA PRADESH,KRISHNA,0,951.61,0,21.47511895
18-01-2020,ANDHRA PRADESH,SRIKAKULAM,0.01,846.21,0.12,26.05318637
18-01-2020,ANDHRA PRADESH,Y.S.R.,0,1450.3,0,18.28930288
18-01-2020,ANDHRA PRADESH,CHITTOOR,0,1819.5,0,22.78246676
18-01-2020,ANDHRA PRADESH,EAST GODAVARI,0,1277.48,0,22.81326908
18-01-2020,ANDHRA PRADESH,GUNTUR,0,1188.9,0,20.06341057
18-01-2020,ANDHRA PRADESH,VISAKHAPATNAM,0.01,1569.89,0.08,26.66247086
17-01-2020,ANDHRA PRADESH,PRAKASAM,0,1966.02,0,21.34311722
17-01-2020,ANDHRA PRADESH,VIZIANAGARAM,0,856.74,0,29.83657207
17-01-2020,ANDHRA PRADESH,WEST GODAVARI,0,1004.57,0,25.00955752
17-01-2020,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,0,1683.17,0.04,24.50733351
17-01-2020,ANDHRA PRADESH,ANANTAPUR,0,1835.1,0,18.24486352
17-01-2020,ANDHRA PRADESH,KURNOOL,0,1921.49,0,20.72387929
17-01-2020,ANDHRA PRADESH,KRISHNA,0,953.06,0,21.50776218
17-01-2020,ANDHRA PRADESH,SRIKAKULAM,0.01,854.31,0.14,26.30236868
17-01-2020,ANDHRA PRADESH,Y.S.R.,0,1458.51,0,18.39281439
17-01-2020,ANDHRA PRADESH,CHITTOOR,0,1833.96,0,22.96359298
17-01-2020,ANDHRA PRADESH,EAST GODAVARI,0,1283.74,0,22.9250196
17-01-2020,ANDHRA PRADESH,GUNTUR,0,1189.88,0,20.08000941
17-01-2020,ANDHRA PRADESH,VISAKHAPATNAM,0.01,1587.5,0.1,26.96151161
16-01-2020,ANDHRA PRADESH,PRAKASAM,0,1981,0,21.50571129
16-01-2020,ANDHRA PRADESH,VIZIANAGARAM,0,864.88,0,30.12015571
16-01-2020,ANDHRA PRADESH,WEST GODAVARI,0,1015.31,0,25.27710417
16-01-2020,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,0.01,1706.83,0.05,24.85181074
16-01-2020,ANDHRA PRADESH,ANANTAPUR,0,1846.11,0,18.35432327
16-01-2020,ANDHRA PRADESH,KURNOOL,0,1933.78,0,20.85644301
16-01-2020,ANDHRA PRADESH,KRISHNA,0,959.06,0,21.64304859
16-01-2020,ANDHRA PRADESH,SRIKAKULAM,0.02,863.33,0.16,26.58013505
16-01-2020,ANDHRA PRADESH,Y.S.R.,0,1472.29,0,18.56669542
16-01-2020,ANDHRA PRADESH,CHITTOOR,0,1853.42,0,23.20722018
16-01-2020,ANDHRA PRADESH,EAST GODAVARI,0,1297.25,0,23.16624815
16-01-2020,ANDHRA PRADESH,GUNTUR,0,1197,0,20.20005909
16-01-2020,ANDHRA PRADESH,VISAKHAPATNAM,0.01,1607.41,0.11,27.29955054
15-01-2020,ANDHRA PRADESH,PRAKASAM,0,1997.62,0,21.68612402
15-01-2020,ANDHRA PRADESH,VIZIANAGARAM,0,873.69,0,30.42700426
15-01-2020,ANDHRA PRADESH,WEST GODAVARI,0,1026.47,0,25.5548379
15-01-2020,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,0.01,1730.04,0.07,25.18968696
15-01-2020,ANDHRA PRADESH,ANANTAPUR,0,1857.26,0,18.46519735
15-01-2020,ANDHRA PRADESH,KURNOOL,0,1946.84,0,20.99731955
15-01-2020,ANDHRA PRADESH,KRISHNA,0,965.51,0,21.7888039
15-01-2020,ANDHRA PRADESH,SRIKAKULAM,0.02,872.76,0.18,26.870388
15-01-2020,ANDHRA PRADESH,Y.S.R.,0,1486.81,0,18.74973243
15-01-2020,ANDHRA PRADESH,CHITTOOR,0,1872.8,0,23.44991873
15-01-2020,ANDHRA PRADESH,EAST GODAVARI,0,1311.61,0,23.42269405
15-01-2020,ANDHRA PRADESH,GUNTUR,0,1204.96,0,20.33433785
15-01-2020,ANDHRA PRADESH,VISAKHAPATNAM,0.01,1628.54,0.14,27.65848362
14-01-2020,ANDHRA PRADESH,PRAKASAM,0,2010.3,0,21.82377484
14-01-2020,ANDHRA PRADESH,VIZIANAGARAM,0,884.5,0,30.80343458
14-01-2020,ANDHRA PRADESH,WEST GODAVARI,0,1037.58,0,25.83151564
14-01-2020,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,0.01,1748.44,0.08,25.45759531
14-01-2020,ANDHRA PRADESH,ANANTAPUR,0,1866.73,0,18.55934984
14-01-2020,ANDHRA PRADESH,KURNOOL,0,1956.19,0,21.09817719
14-01-2020,ANDHRA PRADESH,KRISHNA,0,971.27,0,21.91866673
14-01-2020,ANDHRA PRADESH,SRIKAKULAM,0.02,885.59,0.2,27.26537354
14-01-2020,ANDHRA PRADESH,Y.S.R.,0,1496.2,0,18.86821102
14-01-2020,ANDHRA PRADESH,CHITTOOR,0,1884.08,0.01,23.59110925
14-01-2020,ANDHRA PRADESH,EAST GODAVARI,0,1325.9,0,23.67796489
14-01-2020,ANDHRA PRADESH,GUNTUR,0,1211.5,0,20.44484366
14-01-2020,ANDHRA PRADESH,VISAKHAPATNAM,0.01,1651.46,0.16,28.0478213
13-01-2020,ANDHRA PRADESH,PRAKASAM,0,2028.09,0,22.0169064
13-01-2020,ANDHRA PRADESH,VIZIANAGARAM,0,894.65,0,31.15700348
13-01-2020,ANDHRA PRADESH,WEST GODAVARI,0,1050.73,0,26.1589655
13-01-2020,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,0.01,1774.72,0.11,25.8403082
13-01-2020,ANDHRA PRADESH,ANANTAPUR,0,1879.47,0,18.68602148
13-01-2020,ANDHRA PRADESH,KURNOOL,0,1970.96,0,21.25750697
13-01-2020,ANDHRA PRADESH,KRISHNA,0,978.43,0,22.08024805
13-01-2020,ANDHRA PRADESH,SRIKAKULAM,0.02,896.17,0.22,27.59113615
13-01-2020,ANDHRA PRADESH,Y.S.R.,0,1512.55,0,19.07428466
13-01-2020,ANDHRA PRADESH,CHITTOOR,0,1905.08,0.01,23.85412709
13-01-2020,ANDHRA PRADESH,EAST GODAVARI,0,1342.45,0,23.97351411
13-01-2020,ANDHRA PRADESH,GUNTUR,0,1220.34,0,20.59393741
13-01-2020,ANDHRA PRADESH,VISAKHAPATNAM,0.01,1676.29,0.19,28.46939078
12-01-2020,ANDHRA PRADESH,PRAKASAM,0,2056.74,0,22.32800539
12-01-2020,ANDHRA PRADESH,VIZIANAGARAM,0,902.36,0,31.42532692
12-01-2020,ANDHRA PRADESH,WEST GODAVARI,0,1069.12,0,26.61673758
12-01-2020,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,0.02,1807.95,0.16,26.32402045
12-01-2020,ANDHRA PRADESH,ANANTAPUR,0,1898.7,0,18.87721551
12-01-2020,ANDHRA PRADESH,KURNOOL,0,1998.8,0,21.55771051
12-01-2020,ANDHRA PRADESH,KRISHNA,0,988.62,0,22.31012119
12-01-2020,ANDHRA PRADESH,SRIKAKULAM,0.02,902.44,0.23,27.78415256
12-01-2020,ANDHRA PRADESH,Y.S.R.,0,1538.9,0,19.40665448
12-01-2020,ANDHRA PRADESH,CHITTOOR,0,1939.11,0.01,24.28020255
12-01-2020,ANDHRA PRADESH,EAST GODAVARI,0,1361.79,0,24.31878125
12-01-2020,ANDHRA PRADESH,GUNTUR,0,1235.91,0,20.8567342
12-01-2020,ANDHRA PRADESH,VISAKHAPATNAM,0.02,1697.85,0.23,28.83563916
11-01-2020,ANDHRA PRADESH,PRAKASAM,0,2074.82,0,22.52421434
11-01-2020,ANDHRA PRADESH,VIZIANAGARAM,0,914.83,0,31.85967799
11-01-2020,ANDHRA PRADESH,WEST GODAVARI,0,1082.94,0,26.96064991
11-01-2020,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,0.02,1831.78,0.19,26.67111878
11-01-2020,ANDHRA PRADESH,ANANTAPUR,0,1911.65,0,19.00595923
11-01-2020,ANDHRA PRADESH,KURNOOL,0,2008.81,0,21.66570209
11-01-2020,ANDHRA PRADESH,KRISHNA,0,996.17,0,22.48049918
11-01-2020,ANDHRA PRADESH,SRIKAKULAM,0.03,914.98,0.26,28.17048783
11-01-2020,ANDHRA PRADESH,Y.S.R.,0,1553.08,0,19.58551443
11-01-2020,ANDHRA PRADESH,CHITTOOR,0,1961.55,0.02,24.56123208
11-01-2020,ANDHRA PRADESH,EAST GODAVARI,0,1378.65,0,24.61985183
11-01-2020,ANDHRA PRADESH,GUNTUR,0,1242.72,0,20.97159711
11-01-2020,ANDHRA PRADESH,VISAKHAPATNAM,0.02,1728.59,0.27,29.35767803
10-01-2020,ANDHRA PRADESH,PRAKASAM,0,2093.42,0,22.72614508
10-01-2020,ANDHRA PRADESH,VIZIANAGARAM,0,934.37,0.01,32.54038096
10-01-2020,ANDHRA PRADESH,WEST GODAVARI,0,1096.65,0,27.30214666
10-01-2020,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,0.03,1858.75,0.22,27.06379034
10-01-2020,ANDHRA PRADESH,ANANTAPUR,0,1925.8,0,19.14662616
10-01-2020,ANDHRA PRADESH,KURNOOL,0,2024.64,0,21.83639728
10-01-2020,ANDHRA PRADESH,KRISHNA,0,1003.69,0,22.65022199
10-01-2020,ANDHRA PRADESH,SRIKAKULAM,0.03,929.5,0.29,28.61733228
10-01-2020,ANDHRA PRADESH,Y.S.R.,0,1571.22,0,19.81416887
10-01-2020,ANDHRA PRADESH,CHITTOOR,0,1984.85,0.02,24.85288854
10-01-2020,ANDHRA PRADESH,EAST GODAVARI,0,1394.63,0,24.90535509
10-01-2020,ANDHRA PRADESH,GUNTUR,0,1251.98,0,21.12786616
10-01-2020,ANDHRA PRADESH,VISAKHAPATNAM,0.04,1773.25,0.45,30.11617604
09-01-2020,ANDHRA PRADESH,PRAKASAM,0,2112.79,0,22.93643835
09-01-2020,ANDHRA PRADESH,VIZIANAGARAM,0,868.04,0,30.23036164
09-01-2020,ANDHRA PRADESH,WEST GODAVARI,0,1110.26,0,27.64085861
09-01-2020,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,0.03,1885.86,0.26,27.45842413
09-01-2020,ANDHRA PRADESH,ANANTAPUR,0,1940.7,0,19.29478055
09-01-2020,ANDHRA PRADESH,KURNOOL,0,2040.95,0,22.01230348
09-01-2020,ANDHRA PRADESH,KRISHNA,0,1011.17,0,22.81908944
09-01-2020,ANDHRA PRADESH,SRIKAKULAM,0.02,876.06,0.17,26.97213868
09-01-2020,ANDHRA PRADESH,Y.S.R.,0,1590.48,0,20.05715412
09-01-2020,ANDHRA PRADESH,CHITTOOR,0.01,2008.87,0.04,25.15364452
09-01-2020,ANDHRA PRADESH,EAST GODAVARI,0,1405.56,0,25.10053902
09-01-2020,ANDHRA PRADESH,GUNTUR,0,1261.69,0,21.29182026
09-01-2020,ANDHRA PRADESH,VISAKHAPATNAM,0,1607.07,0.04,27.29393521
08-01-2020,ANDHRA PRADESH,PRAKASAM,0,2133.02,0,23.15605945
08-01-2020,ANDHRA PRADESH,VIZIANAGARAM,0,877.75,0,30.56827025
08-01-2020,ANDHRA PRADESH,WEST GODAVARI,0,1126.82,0,28.05309863
08-01-2020,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,0.04,1916.35,0.31,27.9023387
08-01-2020,ANDHRA PRADESH,ANANTAPUR,0,1956.17,0,19.44855388
08-01-2020,ANDHRA PRADESH,KURNOOL,0,2058.65,0,22.20322883
08-01-2020,ANDHRA PRADESH,KRISHNA,0,1019.7,0,23.01170401
08-01-2020,ANDHRA PRADESH,SRIKAKULAM,0.03,885.63,0.2,27.26682773
08-01-2020,ANDHRA PRADESH,Y.S.R.,0,1611.05,0,20.31644828
08-01-2020,ANDHRA PRADESH,CHITTOOR,0.01,2034.53,0.05,25.47492639
08-01-2020,ANDHRA PRADESH,EAST GODAVARI,0,1426.24,0,25.46986293
08-01-2020,ANDHRA PRADESH,GUNTUR,0,1271.79,0,21.46212823
08-01-2020,ANDHRA PRADESH,VISAKHAPATNAM,0,1628.39,0.05,27.65592598
07-01-2020,ANDHRA PRADESH,PRAKASAM,0,2152.92,0,23.37205049
07-01-2020,ANDHRA PRADESH,VIZIANAGARAM,0,889.08,0,30.96284956
